PRS_NAT;PRS_NAT_STA;PRS_NAT_CB2;PRS_NAT_LIB;NAT_SOI_TOP;TDM_NAT_AFF;PRS_NAT_TDM;NAT_CPL_ACT;CCA_CPL_COD;PRN_AID_TOP;PRS_SPP_TOP;TOP_SNI;TYA_COD;CEL_TYP;TOP_PRS_SOI;PRS_NAT_RGT;TOP_TRF_OPP;PRS_NAT_OBS;TEC_COL
1601;99;CPU;CONTRAT PRATIQUE VERSEMENT UNIQUEMENT;1;9;99;0;;0;;1;Z;20;0;47;;;0
1602;99;CBP;FORFAIT CONTRAT DE BONNES PRATIQUES;1;9;99;0;;0;;1;Z;20;0;47;;;0
1603;99;CP1;FORFAIT CONTRAT DE BONNES PRATIQUES CP1;1;9;99;0;;0;;1;Z;20;0;50;;fermé le 31/12/2007;0
1604;99;CP2;FORFAIT CONTRAT DE BONNES PRATIQUES CP2;1;9;99;0;;0;;1;Z;20;0;50;;fermé le 31/12/2008;0
1605;99;CP3;FORFAIT CONTRAT DE BONNES PRATIQUES CP3;1;9;99;0;;0;;1;Z;20;0;50;;;0
1606;99;CPL;FORFAIT CONTRAT DE BONNES PRATIQUES;1;9;99;0;;0;;1;Z;20;0;47;;;0
1607;99;CSI;FORFAIT CONTRAT DE SANTE PUBLIQUE INFIRMIER;1;9;99;0;;0;;1;Z;20;0;46;;fermé le01/01/2010;0
1608;99;CSL;FORFAIT CONTRAT DE SANTE PUBLIQUE BIOLOGISTES;1;9;99;0;;0;;1;Z;20;0;46;;;0
1609;99;CBR;CONTRAT DE BONNES PRATIQUES ZONE RURAL;1;9;99;0;;0;;1;Z;20;0;47;;;0
1610;99;CAD;RÉMUNÉRATION CONTRAT D'ACCÈS AUX SOINS DENTAIRES;1;9;99;0;;0;;0;Z;20;0;0;;;0
1611;99;CBM;CONTRAT DE BONNES PRATIQUES ZONE MONTAGNE;1;9;99;0;;0;;1;Z;20;0;47;;;0
1612;99;CBU;CONTRAT DE BONNES PRATIQUES ZONE URBAINE;1;9;99;0;;0;;1;Z;20;0;47;;;0
1613;99;ZFU;CONTRAT DE BONNES PRATIQUES ZONE FRANCHE URBAINE;1;9;99;0;;0;;1;Z;20;0;47;;;0
1614;99;CP6;CONTRAT DE BONNES PRATIQUES TRANSPORTEURS 2006;1;9;99;0;;0;;1;Z;20;0;50;;;0
1615;99;CP7;CONTRAT DE BONNES PRATIQUES TRANSPORTEURS 2007;1;9;99;0;;0;;1;Z;20;0;50;;;0
1616;99;CP8;CONTRAT DE BONNES PRATIQUES TRANSPORTEURS 2008;1;9;99;0;;0;;1;Z;20;0;50;;;0
1617;99;RCC;REDEVANCE CHEF DE CLINIQUE;1;9;99;0;;0;;1;Z;20;0;47;;;0
1618;99;CRC;COMPLEMENT DE REMUNERATION CHEF DE CLINIQUE;1;9;99;0;;0;;1;Z;20;0;47;;;0
1619;99;CSS;CONTRAT SANTE SOLIDARITE;1;9;99;0;;0;;1;Z;20;0;47;;;0
1621;99;CAT;CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - TRANSPORTS;1;9;99;0;;0;;0;Z;20;0;0;;;0
1622;99;CAP;CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - PHARMACIE/LPP;1;9;99;0;;0;;0;Z;20;0;0;;;0
1623;99;RCT;REVERSEMENTS CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS TRANSPORTS;1;9;99;0;;0;;0;Z;20;0;0;;;0
1624;99;RCL;REVERSEMENTS CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - PHARMACIE / LPP;1;9;99;0;;0;;0;Z;20;0;0;;;0
1625;99;PCT;PENALITES CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - TRANSPORT;1;9;99;0;;0;;0;Z;20;0;0;;;0
1626;99;PCL;PENALITES CONTRAT D'AMELIORATION DE L'ORGANISATION DES SOINS - PHARMACIE / LPP;1;9;99;0;;0;;0;Z;20;0;0;;;0
1627;99;CIC;CONTRAT INCITATIF CHIRURGIEN-DENTISTE;1;9;99;0;;0;;1;Z;20;0;47;;;0
1628;99;ODG;DEMO. AIDE FORFAITAIRE GROUPE;1;9;99;0;;0;;1;Z;21;0;47;;;0
1629;99;ODP;DEMO. AIDE FORFAITAIRE POLE SANTE;1;9;99;0;;0;;1;Z;21;0;47;;;0
1630;99;DAG;DEMO. ACTIVITE GROUPE;1;9;99;0;;0;;1;Z;21;0;47;;;0
1631;99;DOP;DEMO. ACTIVITE POLE SANTE;1;9;99;0;;0;;1;Z;21;0;47;;;0
1632;99;STA;SST AIDE ACTIVITE;1;9;99;0;;0;;1;Z;21;0;47;;;0
1633;99;STD;SST FRAIS DEPLACEMENT;1;9;99;0;;0;;1;Z;21;0;47;;;0
1634;99;CDG;CONTESTATION POUR AIDE FORFAITAIRE POUR LES ADHERENTS A L'OPTION DEMOGRAPHIE DANS UN GROUPE;1;9;99;0;;0;;1;Z;21;0;47;;;0
1635;99;CDP;CONTESTATION POUR AIDE FORFAITAIRE POUR LES ADHERENTS A L'OPTION DEMOGRAPHIE DANS UN POLE DE SANTE;1;9;99;0;;0;;1;Z;21;0;47;;;0
1636;99;CAG;CONTESTATION POUR AIDE A L'ACTIVITE POUR LES ADHERENTS A L'OPTION DEMOGRAPHIE DANS UN GROUPE;1;9;99;0;;0;;1;Z;21;0;47;;;0
1637;99;CAS;CONTESTATION POUR AIDE A L'ACTIVITE POUR LES ADHERENTS A L'OPTION DEMOGRAPHIE DANS UN POLE DE SANTE;1;9;99;0;;0;;1;Z;21;0;47;;;0
1638;99;CTA;CONTESTATION POUR AIDE A L'ACTIVITE POUR LES ADHERENTS A L'OPTION SST;1;9;99;0;;0;;1;Z;21;0;47;;;0
1639;99;CTD;CONTESTATION POUR FRAIS DE DEPLACEMENT POUR LES ADHERENTS A L'OPTION SST;1;9;99;0;;0;;1;Z;21;0;47;;;0
1640;99;CIM;FORFAIT AIDE A L'INSTALLATION DU MEDECIN - CAIM;1;9;99;0;;0;;1;Z;21;0;47;;;0
1641;99;MAI;MAJORATION AIDE À L'INSTALLATION DU MEDECIN - CAIM;1;9;99;0;;0;;1;Z;21;0;47;;;0
1642;99;EHP;MAJORATION POUR EXERCICE PARTIEL EN HÔPITAL DE PROXIMITÉ - CAIM;1;9;99;0;;0;;1;Z;21;0;47;;;0
1643;99;PAA;PAIEMENT AIDE ACTIVITE - CSTM;1;9;99;0;;0;;1;Z;21;0;47;;;0
1644;99;MAM;MAJO REMUNERATION ARS - CSTM;1;9;99;0;;0;;1;Z;21;0;47;;;0
1645;99;DEP;PAIEMENT PRISE EN CHARGE FRAIS DEPLACEMENT - CSTM;1;9;99;0;;0;;1;Z;21;0;47;;;0
1646;99;AIF;AIDE FORFAITAIRE - COSCOM;1;9;99;0;;0;;1;Z;21;0;47;;;0
1647;99;RMS;REMUNERATION COMPLEMENTAIRE ACCUEIL DE STAGIAIRE - COSCOM;1;9;99;0;;0;;1;Z;21;0;47;;;0
1648;99;RHP;REMUNERATION COMPLEMENTAIRE EXERCICE EN HOPITAL - COSCOM;1;9;99;0;;0;;1;Z;21;0;47;;;0
1649;99;MAO;PAIEMENT MAJORATION DE LA REMUNERATION ARS - COSCOM;1;9;99;0;;0;;1;Z;21;0;47;;;0
1650;99;CAA;AIDE A L'ACTIVITE   COTRAM;1;9;99;0;;0;;1;Z;21;0;47;;;0
1651;99;MRA;PAIEMENT MAJORATION REMUNERATION ARS   COTRAM;1;9;99;0;;0;;1;Z;21;0;47;;;0
1652;99;RFC;PTMR  -  REMPLACEMENT;1;9;99;0;;0;;1;Z;20;0;47;;;0
1653;99;RCR;PTMR  - MALADIE, MATERNITE, PATERNITE;1;9;99;0;;0;;1;Z;20;0;47;;;0
1701;99;CMD;CDS  MEDICAL OPTANT FORF DEBUT;1;9;99;0;;0;;0;Z;20;0;0;;;0
1702;99;CMF;CDS MEDICAL OPTANT FORF FIN;1;9;99;0;;0;;0;Z;20;0;0;;;0
1703;99;CMT;CDS MEDICAL OPTANT FORFTACITE;1;9;99;0;;0;;0;Z;20;0;0;;;0
1704;99;CDI;CDS DENTAIRE OPTANT FORF INITIAL;1;9;99;0;;0;;0;Z;20;0;0;;;0
1705;99;CDS;CDS DENTAIRE OPTANT FORF SUIVI;1;9;99;0;;0;;0;Z;20;0;0;;;0
1706;99;CDF;CDS DENTAIRE OPTANT FORF FINAL;1;9;99;0;;0;;0;Z;20;0;0;;;0
1707;99;CID;CDS INFIRMIER OPTANT FORF DEBUT;1;9;99;0;;0;;0;Z;20;0;0;;;0
1708;99;CIF;CDS INFIRMIER OPTANT FORF FIN;1;9;99;0;;0;;0;Z;20;0;0;;;0
1711;99;MRD;FORFAIT MEDECIN REFERENT DEBUT DE CONTRAT;1;9;99;0;;0;;1;Z;20;0;46;;fermé le 28/02/2007;0
1712;99;MRF;FORFAIT MEDECIN REFERENT FIN DE CONTRAT;1;9;99;0;;0;;1;Z;20;0;46;;fermé le 28/02/2007;0
1715;99;FMC;FORFAIT MENSUEL COORDONNATEUR;1;9;99;0;;0;;1;Z;20;0;47;;;0
1716;99;FMP;FORFAIT MENSUEL PARTICIPATION;1;9;99;0;;0;;1;Z;20;0;47;;;0
1717;99;FMS;FORFAIT MENS  UEL SOINS;1;9;99;0;;0;;1;C;20;0;46;;;0
1718;99;FAZ;FORFAIT D'ADHESION ZONE DEFICITAIRE;1;9;99;0;;0;;1;Z;20;0;47;;;0
1721;99;F01;FORFAIT PROFESSIONNEL (F01) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1722;99;F02;FORFAIT PROFESSIONNEL (F02) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1723;99;F03;FORFAIT PROFESSIONNEL (F03) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1724;99;F04;FORFAIT PROFESSIONNEL (F04) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1725;99;F05;FORFAIT PROFESSIONNEL (F05) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1726;99;F06;FORFAIT PROFESSIONNEL (F06) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1727;99;F07;FORFAIT PROFESSIONNEL (F07) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1728;99;F08;FORFAIT PROFESSIONNEL (F08) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1729;99;F09;FORFAIT PROFESSIONNEL (F09) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1731;99;F10;FORFAIT PROFESSIONNEL (F10) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1732;99;F11;FORFAIT PROFESSIONNEL (F11) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1733;99;F12;FORFAIT PROFESSIONNEL (F12) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1734;99;F13;FORFAIT PROFESSIONNEL (F13) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1735;99;F14;FORFAIT PROFESSIONNEL (F14) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1736;99;F15;FORFAIT PROFESSIONNEL (F15) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1741;99;FC0;FORFAIT CONSULTATION (FC0) FILIERES ET RESEAUX;1;9;99;0;;0;;1;Z;20;0;47;;;0
1742;99;FC1;FORFAIT CONSULTATION (FC1) FILIERES ET RESEAUX;1;9;99;0;;0;;1;Z;20;0;47;;;0
1743;99;FC2;FORFAIT CONSULTATION (FC2) FILIERES ET RESEAUX;1;9;99;0;;0;;1;Z;20;0;47;;;0
1744;99;FC3;FORFAIT CONSULTATION (FC3) FILIERES ET RESEAUX;1;9;99;0;;0;;1;Z;20;0;47;;;0
1745;99;FC4;FORFAIT CONSULTATION (FC4) FILIERES ET RESEAUX;1;9;99;0;;0;;1;Z;20;0;47;;;0
1746;99;FC5;FORFAIT CONSULTATION (FC5) FILIERES ET RESEAUX;1;9;99;0;;0;;1;Z;20;0;47;;;0
1747;99;FC6;FORFAIT CONSULTATION (FC6) FILIERES ET RESEAUX;1;9;99;0;;0;;1;Z;20;0;47;;;0
1748;99;FC7;FORFAIT CONSULTATION (FC7) FILIERES ET RESEAUX;1;9;99;0;;0;;1;Z;20;0;47;;;0
1749;99;FC8;FORFAIT CONSULTATION (FC8) FILIERES ET RESEAUX;1;9;99;0;;0;;1;Z;20;0;47;;;0
1751;99;FC9;FORFAIT CONSULTATION (FC9) FILIERES ET RESEAUX;1;9;99;0;;0;;1;Z;20;0;47;;;0
1761;99;FF0;FORFAIT FORMATION (FF0) FILIERES ET RESEAUX;1;9;99;0;;0;;1;Z;20;0;47;;;0
1762;99;FF1;FORFAIT FORMATION (FF1) FILIERES ET RESEAUX;1;9;99;0;;0;;1;Z;20;0;47;;;0
1763;99;FF2;FORFAIT FORMATION (FF2) FILIERES ET RESEAUX;1;9;99;0;;0;;1;Z;20;0;47;;;0
1764;99;FF3;FORFAIT FORMATION (FF3) FILIERES ET RESEAUX;1;9;99;0;;0;;1;Z;20;0;47;;;0
1765;99;FF4;FORFAIT FORMATION (FF4) FILIERES ET RESEAUX;1;9;99;0;;0;;1;Z;20;0;47;;;0
1766;99;FF5;FORFAIT FORMATION (FF5) FILIERES ET RESEAUX;1;9;99;0;;0;;1;Z;20;0;47;;;0
1767;99;FF6;FORFAIT FORMATION (FF6) FILIERES ET RESEAUX;1;9;99;0;;0;;1;Z;20;0;47;;;0
1768;99;FF7;FORFAIT FORMATION (FF7) FILIERES ET RESEAUX;1;9;99;0;;0;;1;Z;20;0;47;;;0
1769;99;FF8;FORFAIT FORMATION (FF8) FILIERES ET RESEAUX;1;9;99;0;;0;;1;Z;20;0;47;;;0
1771;99;FF9;FORFAIT FORMATION (FF9) FILIERES ET RESEAUX;1;9;99;0;;0;;1;Z;20;0;47;;;0
1781;99;FP0;FORFAIT PREVENTION/DEPISTAGE (FP0) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1782;99;FP1;FORFAIT PREVENTION/DEPISTAGE (FP1) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1783;99;FP2;FORFAIT PREVENTION/DEPISTAGE (FP2) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1784;99;FP3;FORFAIT PREVENTION/DEPISTAGE (FP3) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1785;99;FP4;FORFAIT PREVENTION/DEPISTAGE (FP4) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1786;99;FP5;FORFAIT PREVENTION/DEPISTAGE (FP5) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1787;99;FP6;FORFAIT PREVENTION/DEPISTAGE (FP6) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1788;99;FP7;FORFAIT PREVENTION/DEPISTAGE (FP7) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1789;99;FP8;FORFAIT PREVENTION/DEPISTAGE (FP8) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1791;99;FP9;FORFAIT PREVENTION/DEPISTAGE (FP9) FILIERES ET RESEAUX;1;9;99;0;;0;;1;C;20;0;46;;;0
1811;99;IK IKP;IK PLAINE;1;9;99;1;10;0;1;1;Z;;0;55;;;0
1812;99;IKM;IK MONTAGNE;1;9;99;1;10;0;1;1;Z;20;0;55;;;0
1813;99;IKS;IK PIED SKI;1;9;99;1;10;0;1;1;Z;20;0;55;;;0
1814;99;IKG;FRAIS DE DEPLACEMENT VACATION;1;9;99;1;10;0;;1;Z;20;0;55;;;0
1821;99;ID;ID PARIS LYON MARSEILLE, +100.000 HA, -100.000 HA;1;9;99;1;10;0;1;1;Z;20;0;7;;;0
1841;99;IF;INDEMNITES FORFAITAIRES DE DEPLACEMENT;1;9;99;1;10;0;1;1;Z;20;0;7;;;0
1842;99;IFA;INDEMNITES FORFAITAIRES DE DEPLACEMENT DES AUXILIAIRES MEDICAUX ET ASSIMILES;1;9;99;1;10;0;1;1;Z;20;0;7;;;0
1843;99;IFO;INDEMNITES FORFAITAIRES DE DEPLACEMENT MK ORTHOPEDIQUE ET RHUMATOLOGIQUE;1;9;99;1;10;0;1;1;Z;20;0;7;;;0
1844;99;IFR;INDEMNITES FORFAITAIRES DE DEPLACEMENT MK RHUMATISMALE;1;9;99;1;10;0;1;1;Z;20;0;7;;;0
1845;99;IFN;INDEMNITES FORFAITAIRES DE DEPLACEMENT MK NEUROLOGIQUE;1;9;99;1;10;0;1;1;Z;20;0;7;;;0
1846;99;IFP;INDEMNITES FORFAITAIRES DE DEPLACEMENT MK PNEUMOLOGIE;1;9;99;1;10;0;1;1;Z;20;0;7;;;0
1847;99;IFS;INDEMNITES FORFAITAIRES DE DEPLACEMENT DE SORTIE;1;9;99;1;10;0;1;1;Z;20;0;7;;;0
1848;99;IFI;INDEMNITES FORFAITAIRES DEPLACEMENT INFIRMIERS;1;9;99;0;;1;1;1;Z;20;0;3;;;0
1849;99;IFV;INDEMNITE FORFAITAIRE DEPLACEMENT MK PERS. AGEE;1;9;99;1;10;0;;1;Z;20;0;7;;;0
1901;99;MOP;MAJORATION PERSONNES AGEES EN ETABLISSEMENT;1;9;99;1;22;0;1;0;C;20;0;47;;;0
1903;99;MEG;MAJORATION ENFANT GENERALISTE;1;9;99;1;5;0;;1;C;20;0;1;;;0
1904;99;MEP;MAJORATION ENFANT PEDIATRE;1;9;99;1;5;0;;1;C;20;0;1;1;;0
1905;99;NFE;NOUVEAU FORFAIT ENFANT;1;9;99;1;5;0;;1;C;20;0;1;1;;0
1906;99;NFP;NOUVEAU FORFAIT PEDIATRIQUE;1;9;99;1;5;0;;1;C;20;0;1;1;;0
1907;99;PRX;REMUNERATION DES SOINS DE PROXIMITE;1;9;99;0;;0;;0;Z;20;0;0;;;0
1908;99;SP2;FORFAIT SORTIE PRECOCE ET TEST GUTHRIE;1;9;99;0;;1;;1;Z;20;0;1;1;;0
1909;99;SP1;FORFAIT SORTIE PRECOCE;1;9;99;0;;1;;1;Z;20;0;1;1;;0
1910;99;PPS;Plan personnalisé de santé;1;9;99;0;;0;;1;Z;20;0;46;;;0
1911;99;SF;ACTES DES SAGES-FEMMES;1;9;99;0;;1;1;1;Z;20;0;33;1;;0
1912;99;NA;HONORAIRES NON VENTILABLES INDIVIDUALISES;1;9;99;0;;0;;0;Z;20;0;0;;;0
1913;99;MM;MAJORATION MILIEU DE NUIT;1;9;99;1;1;0;1;1;Z;20;0;70;1;;0
1914;99;FPE;FORFAIT PEDIATRIQUE;1;9;99;1;5;0;;1;Z;20;0;1;1;fermé le 31/12/2017;0
1915;99;ASR;FORFAIT ASTREINTE PROF;1;9;99;0;;0;;1;Z;20;0;47;;;0
1916;99;RPG;REMUNERATION POUR GARDE ETS PRIVES;1;9;99;0;;0;;1;Z;20;0;47;;;0
1917;99;RPA;REMUNERATION POUR ASTREINTE ETS PRIVES;1;9;99;0;;0;;1;Z;20;0;47;;;0
1918;99;MU;MAJORATION D'URGENCE;1;9;99;1;3;0;1;1;C;20;0;1;1;;0
1919;99;;DEPENSES DE MEDECINE FORFAITAIRE (OMNIPRATICIENS ET AUXILIAIRES MEDICAUX);1;9;99;0;;0;;0;Z;;0;0;;Pas  d information sur la prestation;0
1920;99;CIS;CONTRAT DEMOGRAPHIQUE SAGE-FEMME;1;9;99;0;;0;;1;Z;;0;47;;;0
1921;99;TDR;TEST DE DIAGNOSTIC RAPIDE;1;9;99;0;;0;;0;Z;20;0;0;;;0
1922;99;CG;CONSULTATION;1;9;99;0;;1;;1;Z;20;0;1;1;fermé le 16/04/2013;0
1923;99;SP;EXAMEN DE SUIVI POST NATAL;1;9;99;0;;1;;1;Z;20;0;1;1;;0
1924;99;VGM;REMUNERATION VACCINATION GRIPPE A MEDECIN;1;9;99;0;;0;;1;Z;20;0;47;;;0
1925;99;VMR;REMUNERATION VACCINATION GRIPPE A PAR MEDECIN RETRAITE ET SALARIES HORS OBLIGATIONS;1;9;99;0;;0;;0;Z;20;0;0;;;0
1926;99;VAC;ACTE DE VACCINATION GRIPPE A/H1N1;1;9;99;0;;0;;1;T;20;0;1;;fermé le 30/09/2010;0
1927;99;CPT;REMUNERATION CPTS;1;9;99;0;;0;;0;Z;20;0;47;;;0
1931;99;MNP;MAJORATION NOURRISSON PEDIATRE;1;9;99;1;17;0;;1;Z;20;0;1;1;fermé le 31/12/2017;0
1932;99;MNO;MAJORATION NOURRISSON GENERALISTE;1;9;99;1;17;0;;1;Z;20;0;1;1;fermé le 31/12/2017;0
1933;99;CRN;MAJORATION CONSULTATION REGULEE  DE NUIT;1;9;99;1;1;0;;1;Z;20;0;1;1;;0
1934;99;CRM;MAJORATION CONSULTATION REGULEE MILIEU DE NUIT;1;9;99;1;1;0;;1;Z;20;0;1;1;;0
1935;99;CRD;MAJORATION CONSULTATION REGULEE DIMANCHE, JOURS FERIES ET ASSIMILES;1;9;99;1;2;0;;1;Z;20;0;1;1;;0
1936;99;VRN;MAJORATION VISITE REGULEE  DE NUIT;1;9;99;1;1;0;;1;Z;20;0;1;1;;0
1937;99;VRM;MAJORATION VISITE REGULEE MILIEU DE NUIT;1;9;99;1;1;0;;1;Z;20;0;1;1;;0
1938;99;VRD;MAJORATION VISITE REGULEE DE DIMANCHE, JOURS FERIES ET ASSIMILES;1;9;99;1;2;0;;1;Z;20;0;1;1;;0
1939;99;MSF;MAJORATION SAGE-FEMME;1;9;99;1;22;0;;1;C;20;0;1;1;;0
1940;99;DSP;FORFAIT SORTIE PRECOCE;1;9;99;1;22;0;;1;C;20;0;1;1;;0
1941;99;CRS;MAJORATION CONSULTATION REGULEE SAMEDI APRES MIDI;1;9;99;1;2;0;;1;Z;20;0;1;1;;0
1942;99;VRS;MAJORATION VISITE REGULEE SAMEDI APRES MIDI;1;9;99;1;2;0;;1;Z;20;0;1;1;;0
1943;99;MUT;MAJORATION URGENCE MT;1;9;99;1;22;0;;1;C;20;0;1;1;;0
1944;99;MCU;MAJORATION CORRESPONDANT URGENCE;1;9;99;1;22;0;;1;C;20;0;1;1;;0
1945;99;MRT;MAJORATION MEDECIN TRAITANT REGULATION;1;9;99;1;22;0;;1;C;20;0;1;1;;0
1951;99;PFH;PARTICIPATION FORFAITAIRE HORS TIERS PAYANT;1;9;99;1;16;0;;1;Z;20;0;54;;;0
1952;99;PFT;PARTICIPATION FORFAITAIRE TIERS PAYANT;1;9;99;1;16;0;;1;Z;20;0;54;;;0
1954;99;PAE;PARTICIPATION ASSURE CONSULTATIONS ET SOINS EXTERNES (C2S + AME);1;9;99;1;16;0;;0;Z;20;0;0;;;0
1955;99;PAL;PARTICIPATION ASSURE CONSULTATIONS ET SOINS EXTERNES (REGIME LOCAL);1;9;99;1;16;0;;0;Z;20;0;0;;;0
1956;99;PAP;PARTICIPATION ASSURE EN AMBULATOIRE;1;9;99;1;16;0;;1;Z;20;0;56;;;0
1957;99;TMT;MAJORATION HORS PARCOURS DE SOINS;1;9;99;1;24;0;;1;Z;20;0;54;;;0
1960;99;SGA;SUPPLEMENT DEROGATOIRE SG SUR ACTE PROFESSIONNEL NON REMBOURSABLE (CNMSS);0;9;99;0;;0;;1;Z;20;0;1;;;0
1961;99;DAP;SUPPLEMENT DEROGATOIRE SG SUR ACTE PROFESSIONNEL REMBOURSABLE (CNMSS);0;9;99;1;29;0;;1;Z;20;0;1;;;0
1971;99;FRH;FRANCHISE HORS TIERS PAYANT SUR MEDICAMENT;1;9;99;1;16;0;;1;Z;20;0;53;;;0
1972;99;FRT;FRANCHISE TIERS PAYANT SUR MEDICAMENT;1;9;99;1;16;0;;1;Z;20;0;53;;;0
1973;99;FRH;FRANCHISE HORS TIERS PAYANT SUR TRANSPORT;1;9;99;1;16;0;;1;Z;20;0;52;;;0
1974;99;FRT;FRANCHISE TIERS PAYANT SUR TRANSPORT;1;9;99;1;16;0;;1;Z;20;0;52;;;0
1975;99;FRH;FRANCHISE HORS TIERS PAYANT ACTE D'AUXILIAIRE MEDICAUX;1;9;99;1;16;0;;1;Z;20;0;26;;;0
1976;99;FRT;FRANCHISE TIERS PAYANT ACTE D'AUXILIAIRE MEDICAUX;1;9;99;1;16;0;;1;Z;20;0;26;;;0
1977;99;FRH;PARTICIPATION ASSURE HORS TIERS PAYANT TRANSMISE SANS ACTE DE REFERENCE OU TYPE DE FRANCHISES;1;9;99;1;16;0;;1;Z;20;0;26;;;0
1978;99;FRT;PARTICIPATION ASSURE EN TIERS PAYANT TRANSMISE SANS ACTE DE REFERENCE OU TYPE DE FRANCHISES;1;9;99;1;16;0;;1;Z;20;0;26;;;0
1981;99;FHV;FORFAIT IVG HONORAIRES DE VILLE;1;9;99;0;;1;;1;C;20;0;1;1;;0
1990;99;FIM;FORFAIT D'INTERVENTION PAR SORTIE SUR DEMANDE DE LA REGULATION;1;9;99;0;;0;;1;Z;20;0;47;;;0
1991;99;REG;REMUNERATION REGULATION;1;9;99;0;;0;;1;Z;20;0;47;;;0
1992;99;PRN;PERMANENCE REMUNERATION DE NUIT;1;9;99;0;;0;;1;Z;20;0;31;;;0
1993;99;PRM;PERMANENCE REMUNERATION MILIEU DE NUIT;1;9;99;0;;0;;1;Z;20;0;31;;;0
1994;99;PRD;PERMANENCE REMUNERATION DIMANCHE ET FERIE;1;9;99;0;;0;;1;Z;20;0;31;;;0
1995;99;PRT;PERMANENCE REMUNERATION TOTAL;1;9;99;0;;0;;1;Z;20;0;31;;;0
1996;99;RSA;PERMANENCE REMUNERATION SAMEDI MATIN;1;9;99;0;;0;;1;Z;20;0;31;;;0
1997;99;RSP;PERMANENCE REMUNERATION SAMEDI APRES MIDI;1;9;99;0;;0;;1;Z;20;0;31;;;0
1998;99;AJS;ASTREINTE DE JOUR CORRESPONDANT SAMU;1;9;99;0;;0;;1;Z;20;0;31;;;0
1999;99;ANS;ASTREINTE DE NUIT CORRESPONDANT SAMU;1;9;99;0;;0;;1;Z;20;0;31;;;0
2103;99;ST3;SUPPLEMENT TRANSPORT PERMISSION THERAPEUTIQUE (PSY/SSR);0;9;99;1;13;0;;0;Z;22;0;10;;;0
2104;99;ST2;SUPPLEMENT TRANSPORT PROVISOIRE (PSY/SSR);0;9;99;1;13;0;;0;Z;22;0;10;;;0
2105;99;ST1;SUPPLEMENT TRANSPORT DEFINITIF (PSY/SSR);0;9;99;1;13;0;;0;Z;22;0;10;;;0
2106;99;TDD;TRANSPORT DEFINITIF DIALYSE;0;9;99;1;13;0;;0;Z;22;0;10;;;0
2107;99;TSD;TRANSPORT SEANCE DIALYSE;0;9;99;1;13;0;;0;Z;22;0;10;;;0
2108;99;TDE;SUPPLEMENT TRANSPORT 2;0;9;99;0;;0;;0;Z;22;0;10;;;0
2109;99;TSE;SUPPLEMENT TRANSPORT SEANCES;0;9;99;0;;0;;0;Z;22;0;10;;;0
2111;99;GHS;FRAIS D HEBERGEMENT ET ENVIRONNEMENT EN GHS;0;9;99;0;;0;;0;Z;22;0;0;;;0
2112;99;EXH;FRAIS DE SEJOUR SUPPLEMENTAIRE AU GHS;0;9;99;0;;0;;0;Z;22;0;0;;;0
2113;99;GHT;GROUPE HOMOGENE DE TARIFS;0;9;99;0;;0;;0;Z;22;0;0;;;0
